Column,First Author,Second Author,Third Author,Fourth Author,Fifth Author,Sixth Author,Title,Abstract
,Maggie Marchant,Jeff Belliston,,,,,Reproducibility through Identifiers: Persistent Identifiers (PIDs) for research facilities and instruments,"<p>Assigning Persistent Identifiers (PIDs) to facilities and instruments allows data users to better understand how and where data is created, facilitating reproducibility and broadening discoverability and attribution for the facilities and instruments themselves. In light of the fragmentation of the open-science ecosystem, a community-based coordinated approach is necessary to ensure PIDs for facilities and instruments are adopted in ways that provide the widest benefits to everyone involved in the research landscape. It is particularly important for the social and geospatial data communities to participate in this effort as social and geospatial researchers increasingly collaborate with colleagues in the natural sciences to generate and use complex datasets produced by capital-intensive facilities and instruments.<br><br>This presentation will introduce findings from the first year of activities conducted by the FAIR Facilities and Instruments project (funded by the American National Science Foundation&rsquo;s FAIR Open Science Research Coordination Network) to bring together communities from a range of disciplines and roles and to identify use cases such as allowing facilities and instruments to be connected to other entities like data sets, researchers, organizations, articles, grants, and more. Activities included multiple online focus groups with various communities and an in-person workshop that convened experts from around the USA to discuss motivations for and barriers to PID adoption, as well as realistic near-term actions to pursue. Project findings to date represent an important step on the path to incorporating facility and instrument PIDs into the wider data ecosystem and developing community-based recommendations and best practices for research transparency and reproducibility in the next generation of interdisciplinary geospatial and social scientific research.</p>"
,Mandy Swygart-Hobaugh,,,,,,Comedy of Errors: Comics as a medium to tell data management (horror) stories,"<p><span>The use of comics in the classroom has proven to be highly effective due to their engaging format that allows readers to set the pace for absorbing information. This creative medium is especially well-suited for research data management (RDM) instruction.<span>&nbsp; </span>Comics can be a cathartic output for relating stories and consequences of poor RDM practices, and audience familiarity with the medium promotes receptivity to these topics. With the aim of encouraging RDM educators to adopt comics as a teaching tool, this presentation will explore the application of comics in RDM instruction, review activities tailored to different learner groups, and present strategies for incorporating them into the classroom.<span>&nbsp; </span></span></p>"
,Marla Hertz,,,,,,Measuring Gender Diversity in Library Collections and Publications Using OCLC Metadata,"<p><span>Metadata associated with countries&rsquo; publications and library collections across time and topics can help explore the evolution of the diversity of contributors within a field of study and library patrons&rsquo; ability to access information by diverse groups of authors. The reasons are simple. First, given that publications disseminate knowledge within fields of inquiry, the author/creator metadata associated with the works provide rich snapshots of individuals working within the field.&nbsp; Second, holdings of different types of libraries within a country (e.g., national libraries, research libraries, public libraries, etc.) over time reflect changes in the acquisition policies and preferences and demographic characteristics of their users. Gender diversity in library collections helps expand viewpoints, promote dialogue, and advance research. Our paper mines OCLC&rsquo;s WorldCat metadata to explore how publication and acquisition patterns have evolved for materials created by authors of different genders over time, across fields and different types of libraries within and across countries. This is accomplished by applying tools to infer genders of authors for materials in our sample, and combining this information with: (1) country of publication, (2) field of inquiry identified using the records&rsquo; classification codes, (3) date(s) of publication, (4) language(s) associated with the works and their translations, and (5) the number of libraries by major type in different countries holding the material within their collections. Metrics created from this analysis help answer the following questions. First, how has the gender composition of publications across fields changed over time on a global scale and at the country level? Second, how well do the different collections of various library types reflect the diversity of the materials available? The investigation provides important insights into the current level of diversity reflected along the dimensions of discipline, jurisdiction, and library type, ultimately identifying gaps in coverage.&nbsp;</span></p>"
,Martin Chandler,,,,,,Evolving Data Ecosystem at an Academic Library,"<p>In this world where the lake of available data is becoming an ocean, libraries need to support their researchers as they navigate government mandates and the future of data. At our library, we decided it was crucial to increase our data services to better support researchers as they meet funder requirements, delve into open science, and improve data skills.  This poster depicts the data service ecosystem we created, showcasing how pre-existing support, new services, and our goals for the future come together to create a web that supports the entire data lifecycle. &nbsp;</p>
<p>In previous years, our data services focused on offering support in bibliometrics, open scholarship, and geospatial data. In the past year, we have expanded by creating a new data management and sharing support service and introducing new workshop offerings. These workshops range in topics from reproducibility, to metadata, AI, ArcGIS and mapping, and funder policies, culminating with a successful series on data visualizations. Finally, we supported our researchers with new software &ndash; launching a data and institutional repository and purchasing and supporting an electronic laboratory notebook. &nbsp;</p>
<p>Our plan is to continue this momentum by expanding our data team with two inaugural positions, reproducibility librarian and data curator. This will help us offer tailored learning opportunities, design materials that cater to changing funder requirements, and explore additional research/data platforms. We are also building on partnerships with units across campus that work in synergistic areas including groups that specialize in graduate education, research, and open scholarship. This strategy includes bolstering our marketing efforts and increasing the visibility of our services. In addition, AI and machine learning are closely related to data, and we have a working group devising an AI recommendation for libraries.  &nbsp;</p>
<p>This poster depicts our data ecosystem, highlighting our current progress, upcoming initiatives, and future aspirations.</p>"
,Martin Rechtorik,,,,,,Checklist for Appraising Research Data for Long-term Preservation,"<p>The checklist (v1) presented here was designed to accompany the appraisal guidance published by members of the Digital Research Alliance of Canada's Preservation Expert Group in 2022,&nbsp;<a href=""../records/5942236"">Appraisal Guidance for the Preservation of Research Data.</a> It was developed specifically to aid curators and preservation staff at the Federated Research Data Repository (FRDR) in assessing the long-term preservation potential of data deposited in the repository, and it is available in both English and French.</p>
<p>A modified checklist (v2) was presented at the IASSIST Conference in Halifax, Nova Scotia in May 2024. These changes were made in response to: a review of the checklist's use over a 2 year period at FRDR, from feedback gathered from an appraisal checklist workshop co-hosted by the Alliance and the Data Curation Network on Sept. 9, 2022, and potential use cases from repositories in the US and Ireland.</p>
<p>The authors would greatly appreciate further feedback on version 2 of the checklist and would particularly welcome comments from repositories that modify the checklist to suit their needs.</p>"
,Matthew Murray 🦇,,,,,,Broad Consent for Secondary Use of Data: Students and the Consent Process,"<p>Participant consent for the secondary use of research data is a crucial element of the data lifecycle, and should be an important consideration in data curation and repository management practices. Canadian federal research ethics guidelines include numerous categories of information that should be provided to potential participants in order to establish that consent for unknown future uses of data, or broad consent, is informed. The volume of information conveyed during the consent process raises questions about participant engagement with and comprehension of the terms of consent and whether alternatives to written formats might be preferred by participants. To examine these questions, an anonymous survey was distributed to students at a Canadian undergraduate university designed to explore: how deeply students engage with consent information; whether a brief video describing procedures for, benefits, and risks of open data influences decisions to opt in or out of an open dataset; and whether those decisions are consistent with behaviours toward privacy and information security in other contexts. Preliminary results demonstrate low levels of engagement with the consent process; ineffectiveness of an explanatory video; largely altruistic motivations for participation in anonymous, open research; and attitudes toward personal data protection that are highly context-dependent. Further research in this area could support improvements to the open data consent process to add clarity and increase trust in research data management and sharing processes, and inform the development of institutional and repository policies around ethical data sharing.</p>"
,Maureen Haaker,,,,,,Documenting Reproducibility: The Integral Role of Documentation in Transparent Qualitative Research,"<p><span>An international drive for open data has been growing since the early 2000s to promote greater reproducibility within research. This has culminated in Wilkinson&rsquo;s et al (2016) guidelines for FAIR data. As these calls for reproducibility and FAIR data are codified in data policies and publishing ethics, it raises difficult questions for qualitative researchers for how transparency can be consistently and ethically demonstrated within their projects. Using observations and findings from a systematic review of over 1000 qualitative collections held at the UK Data Service, this presentation presents an archive&rsquo;s point-of-view of how innovative ways of documenting data and new curation tools can provide support for demonstrating process and analytic transparency in qualitative research. I outline key ways that good practices in data management and curation support transparency, as well enhanced ways that go further in showing research integrity. As part of this discussion, I introduce exemplary case studies from the UK Data Service&rsquo;s collections and qualitative-specific tools developed at the UK Data Service which exemplify the core principles of transparency and reproducibility in qualitative research. Reflecting on the recent developments in curation, this presentation offers qualitative researchers new possibilities for constructively responding to calls for reproducibility, as well as providing further guidance on how policies and procedures might take into account the specific needs of qualitative data.</span></p>"
,Meg Miller,Grace O'Hanlon,,,,,Enhancing Data Governance in Trusted Research Environments,"<p>Trusted Research Environments have been pivotal in facilitating secure and ethical access for research to data deemed too sensitive or detailed to be shared outside of their secure enclaves. The increased availability of these data has facilitated vital research that can benefit our society. But these data come with risk and a TREs role is to mitigate this. Previously much of the focus of our data governance has been on preventing the re-identification of data subjects, maintaining an excellent track record in confidentiality breaches. However, in recent years we have seen the data landscape changing rapidly, with a wide array of new data types and analytical methods. This changing landscape brings new possibilities for harms which extend beyond simple re-identification. With this changing landscape, it&rsquo;s time to re-evaluate our data governance to ensure we can continue to protect those who trust us with their data. This presentation will focus on work at TREs such as the Secure Data Center in Germany to review, re-evaluate and improve our data governance frameworks. This work utilises the Five Safes framework to steer the development of technical infrastructure, new training and the redefining of projects to ensure that we can ensure safe and ethical data use in a changing world.</p>"
,Megan Chenoweth,Lindsay Gypin,,,,,The Role of FAIR Principles in High-Quality Research Data Documentation,"<p>The FAIR principles as a framework for evaluating and improving open science and research data management have gained much attention over the last years. By defining a set of properties that indicates good practice for making data findable, accessible, interoperable, and reusable (FAIR), a quality measurement is created, which can be applied to many research outputs, including research data. There are some software tools available to help with the assessment, with the F-UJI tool being the most prominent of them. It uses a set of metrics which defines tests for each of the FAIR components, and it creates an overall assessment score. The FAIR assessment is done by using aggregated metadata for a research dataset, e.g. from the data webpage URL, from a PID provider like DataCite and others, and more services like repository information by re3data. The presentation will examine differences between manually and automatically assessing FAIR principles, show the different results, and use Election Studies and COVID data studies as examples. It will highlight the role of archives in securing a high level of data and metadata quality and technically sound implementation of the FAIR principles to help researchers benefit from getting the most of their valuable research data.</p>"
,Melanie Brasher,Skye Leedahl,,,,,Metadata Augmentation for Social Science Datasets Using Generative AI,"<p>Efficiently curating metadata with controlled terminology is a critical yet time-consuming task in social science data management and archiving. Data depositors often provide insufficient metadata, compelling data repository staff to extensively enhance the metadata. This process traditionally involves navigating a wide array of controlled terms, a task demanding substantial time and expertise, sometimes necessitating the creation of new terms.<br>Addressing these challenges, we introduce an innovative model employing Generative AI technology (ChatGPT). This tool is engineered to significantly diminish the time required for metadata curation for data repository staff while enhancing the accuracy of term matching. It achieves this by rapidly analyzing text and extracting pertinent keywords from established thesauri, including the ICPSR Subject Thesaurus, the European Language Social Science Thesaurus (ELSST), and Library of Congress Subject Headings (LC SH), along with ChatGPT's intelligent recommendations. This approach not only expedites the curation process but also ensures heightened precision and recall in the results.</p>"
,Melinda Kernik,,,,,,Envisioning Ethical Frameworks for Community-Data,"<p>Emerging funder and journal requirements for research data management impact community-engaged research. In Canada, the Tri-Agency&rsquo;s RDM Policy prompted changes to their Policy Statement on Ethical Conduct for Research Involving Humans, enabling &ldquo;broad consent&rdquo; for data sharing. Across the border, the National Institutes of Health and National Science Foundation are enacting new protocols for data management and sharing.</p>
<p>While sensitive data management is an active discussion in academic circles, researched communities are not yet included. Community organizations collect and manage data and often act as intermediaries in human-participant research that produces sensitive data but do so in different ways than university researchers. These groups and their constituents stand to benefit from guidelines to help alleviate over-research, surveillance, and damage-centered narratives.</p>
<p>Our IASSIST presentation will discuss insights and strategies gained from the RDM Community Data Toolkits Workshop on March 21-22, 2024. This two-day event will bring together researchers and information specialists alongside social justice organizations and non-profits to develop toolkits to better navigate the critical ethics of community research data. Discussions will ensure:</p>
<p>&bull; Data can be utilized by communities themselves in ways that serve their specific targets and metrics for change as conceived by their own determinants of need and designs for betterment. Community-led data practices empower and support community-led grassroots actions and initiatives. &bull; Research data from communities is protected and does not make them vulnerable and/or grant them visibility, safeguarding their susceptibility to data misuse and exploitation.</p>
<p>With the community-engaged interventions we hope to establish a framework to continue working on these toolkits beyond the workshop. By sharing these insights with the IASSIST community, we hope to assist researchers and information specialists who may also be working with community data and/or organizations, as well as find potential collaborators on future projects following this theme</p>"
,Melissa Cheung,Lucia Costanzo,Dylanne Dearborn,Jasmine Lefresne,Marjorie Mitchell,Minglu Wang,FAIR and Community Driven: Dutch Thematic Digital Competence Centre SSH,"<p>The Thematic Digital Competence Centre for the Social Sciences &amp; Humanities (TDCC SSH) was established in mid 2023 in The Netherlands. Through our network activity and project investments, our goal is to accomplish a substantial increase of reusable research data and software across the SSH domain(s). We&rsquo;ll do this by supporting Dutch researchers and support staff to address issues related to the collection and usage of data and software. We&rsquo;ll provide funding and advocate for knowledge sharing, awareness raising, digital transformation and policy development.</p>"
,Meryl Brodsky,Grant Hardaway,Hannah Chapman Tripp,,,,Exploring the Use of Text as Data in Political Science,"<p>In political science, as in other social sciences, the rise of text mining &ldquo;has vastly broadened the scope of questions that can be investigated empirically&rdquo; (Benoit, p. 461). As a political science librarian supporting a department with an emphasis on computational methods, I have encountered a steady rise in questions from researchers looking to use a variety of textual data sources. These range from whether library books can be digitized for computational analysis, to whether our existing databases allow for automated searching and bulk downloading, to requests for new licensed resources for text mining. Additionally, recent changes to the social media data landscape, such as the monetization of the Twitter API, are shaking up researchers&rsquo; approaches for finding and accessing data, causing them to turn to the library for guidance.<br><br>To better understand the specific needs and challenges of political science researchers using text mining methods, I conducted an analysis of recent dissertations from top political science programs. Specifically, I looked at what types of sources are used for text mining, how these sources are accessed, what challenges researchers encounter in working with large-scale textual data, and how libraries are involved in supporting this work. In this presentation I will highlight findings from this study, discuss how they have informed the way I and others at my institution are supporting text mining in the social sciences, and consider implications for libraries as we navigate the future of text as data.<br><br>Works Cited.<br><br>Benoit, K. (2020). Text as data: An overview. In L. Curini &amp; R. Franzese (Eds.), The SAGE Handbook of Research Methods in Political Science and International Relations (pp. 461-497). SAGE Publications Ltd.</p>"
,Michael Beckstrand,,,,,,An attempt to make open data FAIR: How SLU made data discoverable and reusable by creating the environmental data catalogue,"<p>The Swedish University of Agricultural Sciences (SLU), has a long-standing commitment to making quality-assured environmental monitoring and assessment (EMA) data available to Swedish authorities, the public and researchers.</p>
<p>The University has also adopted a data management policy based on the FAIR principles, which states the fundamental principle that data from research and environmental monitoring and assessment should be as open as possible. While there was already plenty of open data when work began on trying to make the university's open EMA data more reusable, there were also some noticeable gaps. In 2021, it was therefore decided to create a metadata catalogue for open environmental monitoring and assessment data, SLU's environmental data catalogue.</p>
<p>With the creation and subsequent launch of SLU's environmental data catalogue in 2022, the EMA data has become easier to find and can be reused to a greater extent than before.</p>"
,Michael O'Connor,,,,,,IMGIS and Open Repository for GIS Teaching Materials,"<p>IMGIS is an open repository for GIS related teaching materials primarily targeted at library GIS educators. The IMGIS OSF page is an informal hub for sharing materials and resources within the GIS and Map Librarian community. The goal of the collection is to enable librarians or GIS practitioners to easily access pedagogical materials, data resources, and other helpful instruction or practice guides. This collection platform was developed in partnership between the IASSIST geospatial interest group and ROLEGGE.<br><br>This presentation provides an overview of the repository, describes some of our challenges in developing the repository, and considers the problem of gaining professional credit for and formal evaluation of open educational resources.</p>"
,Michelle Alexopoulos,Kelly Lyons,Mahendhar Kumar Kumar,Kaushar Mahetaji,Marcus Emmanuel Barnes,,Creating a Podcast to Engage the Data Professional Community,"<p>Researchers increasingly need to adopt new practices to meet the requirements of funders and publishers as well as to engage in increasingly open and reproducible science. Thus, it is vital that researchers be supported in implementing good research data management practices. But, what are the best ways to engage with researchers on these topics? In this lightning talk, we will describe (1) a professional podcast for data professionals, IDEA (Improving Data Engagement and Advocacy), (2) the authors&rsquo; process of starting and maintaining a podcast which highlights adoptable data engagement activities and reviews the literature, and (3) the benefits of developing a podcast as early career librarians.</p>"
,Mikaela Asplund,,,,,,"Students and Community Partners Navigating Food Insecurity, Many Data Points at a Time: Overview of Georgia State University Library's Public Interest Data Literacy (PIDLit) Learning Lab Course","<p>Poster gives an overview of the two-semester experiential-learning course designed and taught in the Fall 2023 and Spring 2024 by Research Data Services (RDS) faculty from the Georgia State University Library&rsquo;s Public Interest Data Literacy (PIDLit) grant-funded initiative (<a href=""https://lib.gsu.edu/pidlit"">https://lib.gsu.edu/pidlit</a>). The &ldquo;Tackling Food Insecurity&rdquo; PIDLit Learning Lab connected students with partner organizations to apply data skills to address the real-world problem of food insecurity. The poster: (1) gives a brief overview of the course content and array of assignments, (2) details the partner-driven data collection, analysis, and reporting activities in which students engaged, (3) highlights the successes, the challenges, and the lessons learned for future course offerings, and (4) facilitates discussion with poster attendees regarding the benefit of others considering developing and teaching similar applied experiential-learning courses.</p>"
,Mikala Narlock,Sophia Lafferty-Hess,,,,,The Illinois Data Purchase Program: Journey's End / New Horizons,"<p>The Data Purchase Program (DPP) at the University of Illinois, Urbana-Champaign (UIUC) was one of the earliest formalized programs for data collection development based on requests from researchers. Beginning in 2011, the DPP successfully made targeted acquisitions of numerical and geospatial datasets on behalf of UIUC graduate students and faculty. However, each new dataset acquisition presented its own unique challenges, and a variety of approaches for storage, discovery, and access (in accord with vendor requirements) were tested and implemented with mixed success. In addition, over the eleven years of the program, researchers' expectations regarding the DPP's budget, speed, and ongoing support began to exceed the DPP's scope, while data vendors became more sophisticated in their offerings and options. Waves of challenges--in acquiring data our researchers wanted, in maintaining the collection we already had, and in maintaining the personnel needed to support the collection--overwhelmed the DPP, and the program was discontinued in 2022. This poster will discuss the territories the DPP explored, the lessons learned, and how those lessons can inform future expeditions in data collection development, storage, discovery and access at Illinois and beyond.</p>"
,Nadia Kennar,,,,,,Lowering Barriers to Incorporating Geospatial Data into Social Science Research: The National Neighborhood Data Archive (NaNDA),"<p>Research in the social sciences and public health has shed light on the many influences of the physical, built, and social environment on health and wellbeing. Increasingly, researchers are turning to geospatial data sources to measure these phenomena. Researchers exploring social science questions about place are experts in their fields, but may be novice&nbsp; users of GIS tools and technologies. They may face many challenges when working with geospatial data, including: lack of access to geospatial datasets, a need for large amounts of storage space and computing power, and a steep learning curve for the tools and programming languages used to work with geospatial data.</p>
<p>The National Neighborhood Data Archive (NaNDA) aims to address these challenges for users in the United States by providing geographic information in a simpler, easy-to-use, and publicly available format. NaNDA is an open data repository. It was created to facilitate research on the relationship between neighborhoods and health, especially within the context of large federally funded surveys and cohort studies. NaNDA reduces barriers to incorporating spatial data into social science research in three ways. First, NaNDA makes the data available in familiar tabular formats that can easily be linked to other data sources about individuals and communities. Second, NaNDA data promotes reproducibility and speeds up the research process by making the finished version of measures available instead of multiple users having to create the same measures from scratch. Third, NaNDA data is both publicly available for anyone to download from ICPSR, and increasingly available at the point of use in other enclaves, such as the Michigan Center on the Demography of Aging (MiCDA) and the Michigan Medicine DataDirect portal. For these reasons, NaNDA serves as a model for geographic data services of the future.</p>"
,Nancy Lovas,Teddy Stocking,,,,,Preparing the Researchers of Tomorrow: Data Literacy and Undergraduate Posters,"<p>At universities, research involving data is often regarded as the domain of graduate students and faculty. Undergraduate students also work with data within the research process, and it can be a core experience to prepare for future education and careers. Research products from undergraduate students can also demonstrate the extent of their data literacy skills and understanding, which are becoming central to success in graduate work and the business world. Since one main way undergraduate students share research is through posters, this session will examine undergraduate posters in the context of data literacy skills.<br><br>During the session we will define data literacy and discuss why it is important for undergraduate students to develop. We will review the structure of undergraduate poster competitions and other opportunities for undergraduate research. Finally, we will share results on the strengths and gaps in data literacy, followed by suggestions for supporting and encouraging undergraduate research and data literacy development beyond the traditional area of data analysis.</p>"
,Negeen Aghassibake,,,,,,'Wealth from the Sea': Finding Treasures in a Database of  Social Science Data-linked Literature,"<p>The Inter-university Consortium for Political and Social Research (ICPSR), a social and behavioral research data archive, maintains the ICPSR Bibliography of Data-related Literature. Initially created with the support of a National Science Foundation grant in 1999, the Bibliography captures and documents the usage of ICPSR data in research and publications. It helps people discover data and gauge its potential utility. Now housing over 110,000 data-linked citations, the Bibliography&rsquo;s database continues to be expanded by librarians and information professionals who actively fish through research output, both published and unpublished, to find instances of ICPSR data usage. If a publication meets the Bibliography&rsquo;s collection criteria, the publication is displayed with the research study&rsquo;s record on ICPSR&rsquo;s websites. By equipping people with a compass to discover and evaluate the value of the thousands of social science datasets held by ICPSR, the Bibliography provides &ldquo;wealth from the sea&rdquo; of data.</p>"
,Nicole Emmenegger,,,,,,How Online Training Events are Supporting the Development of Quantitative Data Skills in Social Science Students: a qualitative research project,"<p>There is international demand for quantitative data skills &ndash; with Governments increasingly concerned with how data skills are acquired for 21st Century jobs. There is evidence from data skills training initiatives that social science students can help to fill this gap (Carter, 2021a, 2021b; Tazzyman et al., 2021) but more data skills training is needed to fulfil this need. The purpose of this paper is to explore how online training events can support social science students to develop data skills. We present results from a qualitative research project using in-depth interviews with social science students who have participated in UK Data Service (UKDS) online training events. We use reflective thematic analysis (Braun &amp; Clarke 2021) to explore how the training enhances their data literacy and helps them acquire skills that they can use in their studies and research careers. We also discuss how the results from the project are feeding back into developments in the UKDS data skills training programme.</p>"
,Oliver Duke-Williams,Vasileios Routsis,,,,,Geodata Automation for Long-term Preservation Purposes,"<p>In the Czech Republic, spatial data archiving is an official part of the Strategy for the Development of Infrastructure for Spatial Information in the Czech Republic after 2020+. This goes hand in hand with the right to public information and the publication of open data datasets too. All this generates high demands on both sides, archives and creators especially in the area of technical knowledge, software and hardware, data throughput, data management in digital archives, digital skills, metadata creation in various standards including the necessary validation. The National Archives sees an automation of at least part of these workflows as the only realistic solution to this very complex issue. We would like to present the results from our project supported by The Technology Agency of the Czech Republic as a way how we try to solve it, our own tools and a tool that was developed within the project too.</p>"
,Olivia G. Castello,Lynda Kellam,Van Bich Tran,,,,Adrift in the Data LiteraSea: Are academic libraries an anchor for data literacy?,"<p>In the Summer / Fall 2004 issue of IASSIST Quarterly, Milo Schield presented a strong case for the role of academic librarians to promote and provide instruction in data literacy, noting its interrelation with both information literacy and statistical literacy. In the ensuing 20 years, we&rsquo;ve seen a proliferation of data literacy initiatives in higher education (often as a supplement to&mdash;and sometimes conflated with&mdash;the emergence of data science and data analytics as an academic discipline and an in-demand career path).<br><br>Harkening back to Schield&rsquo;s focus on the library, we want to explore the extent to which these burgeoning endeavors are centered in the library and staffed and maintained by librarians. Additionally, we hope to quantify, as of now, at what type of institution the library is most likely to take the lead in promoting data literacy.<br><br>This poster will present initial findings from a comparison of data literacy initiatives at large research universities in North America (ARL members) with data literacy programs at undergraduate-focused liberal arts colleges in the same region. Other variables considered include the marketing and discoverability of data literacy programs; the involvement of other non-library campus units; the extent of data literacy training and instruction (including a for-credit option); and the focus and content of data literacy programs. Attendees&rsquo; reaction to these initial findings will help inform the path and direction of further lines of inquiry related to this topic.</p>"
,Paul Colin,Alina Danciu,Guillaume Garcia,,,,Modernizing Data-Delivery Technologies - Combining Data-User Feedback with User-Support Expertise for Successful Data Tools,"<p>Navigating the future of data ultimately relies on technology that assists would-be data users to discover, evaluate, and analyze data, and to do so quickly. ICPSR began sharing social sciences data electronically by FTP(!) in 1996 and via the Web in 1998; authentication technology that enabled members to download member-data directly via the web launched in 2001. In tech-time, this is ancient history!<br><br>Over the last two years, ICPSR has been modernizing its data ingest and data delivery platforms. It&rsquo;s not done yet, but lessons have already been learned!<br><br>How does a 60+ year-old archive with a legacy of ingest, curation, dissemination, and specially-developed data technologies united together and interconnected in known and unknown ways reimagine and relaunch itself to meet research-data-sharing needs of today and of the future? The answer seems simple - talk to those &ldquo;using&rdquo; the data technologies. But then it gets complicated quickly. Who is a data user? Who else has key information that must be included? How does an organization combine user and user-support feedback, expert knowledge, and regulations to assist tech developers in navigating the future of research-data-sharing technology?<br><br>Don&rsquo;t worry - this poster isn&rsquo;t going to be tech-talk! Rather, it&rsquo;s going to be data-user-talk including how to identify and talk with users of data delivery technologies and importantly, about the necessity of getting direction from those interacting with or assisting data users. There will be colorful process charts, a summary of lessons-learned, and some peeks at ICPSR&rsquo;s recently-launched/about-to-launch data delivery technologies! The information will be of interest to those interested in (user-friendly) data service technologies and those who help data users navigate the processes to find or deposit scientific data.</p>"
,Reyna Jenkyns,,,,,,Meeting new challenges posed by the UK Censuses,"<p>This paper builds on and extends a presentation at IASSIST2023 which outlined the challenges faced in disseminating data from the 2021/2022 Censuses in the United Kingdom, as part of the UK Data Service (UKDS). The UKDS is a key part of UK research infrastructure, and provides a wide range of social sciences, humanities, and economic research data with census data being one of the major collections.</p>
<p>A range of tools have been developed within UKDS to provide access to data, and these continue to be extended. New workflows exist for aggregate data and for origin-destination data &ndash; the latter being addressed in detail in a separate submission to this conference. In this paper we illustrate the full set of current tools, explain how they can be used, and showcase examples of analysis. Census data are disseminated with a variety of license arrangements: open, safeguarded, and secure, and we reflect on shifting balances of risk appetite, and what this means for researchers, including those based outside the UK.</p>
<p>We also reflect more broadly on long-standing and new challenges faced in disseminating this data: the size and complexity of the resulting outputs; user expectations; new competitors etc. The 2021 census round in the UK was notable for a number of reasons: operational changes enforced by the covid-19 pandemic including deferment in Scotland, new questions and legal challenges to question and guidance wording. The wider context is a public consultation over the future of population and migration data collection in the UK, with the possibility that the 2021 census will also turn out to have the last such census, and thus we also reflect on how we can adapt a census archive/service to a future 'administrative based census' archive/service, with more frequent data about which researchers may be less aware.</p>"
,Ryan Womack,Aizada Arystanbek,,,,,Unpacking Inter-dependent Considerations  Associated with Selecting Data for Reuse as Part of the Discovery Process,"<p>This presentation reports preliminary findings from an interview study conducted at the Inter-university Consortium for Political and Social Research (ICPSR). We present insights from 20 semi-structured interviews of secondary data users about data search, reuse, and recommendation. We conducted interviews as part of a larger study for a National Science Foundation (NSF) funded project. Academic literature shows varied data discovery practices among scientists are the norm (e.g., Gregory et al., 2020). Our NSF-sponsored work (e.g., Lafia et al., 2023) confirms this finding, but much less understood is how inter-dependencies among information needs, data types, and user contexts (to name a few factors) create variable data discovery behaviors (and why).<br><br>We classify interviews using a structured codebook (Salda&ntilde;a, 2011) to understand why data discovery at ICPSR is varied. Our interviews related to data discovery behavior from a variety of angles. Our presentation focuses on the search process (i.e., looking for data to meet an information need) and data reuse (i.e., processes after users find relevant data that may lead them to search for additional data or information to complete a study). We show how our interview passages align with search paths we previously identified (Lafia et al., 2023) and that considerations tied to doing research produce variability in data discovery. We conclude data discovery occurs in an ecosystem extending beyond individual data archives and repositories, which further increases variation in discovery behavior.</p>"
,Sandra Sawchuk,Alexandra Cooper,,,,,Building a Community: Crafting Specialized Curriculum for Data Curation,"<p>Data curation is the process of making data understandable and reusable for publication within a data repository. It can be multifaceted and complex based on the types of data you are curating and the expertise of the curator; and with evolving data sharing practices and standards, ensuring data curators and stewards have access to high-quality instruction on specific data types is essential for supporting the goals of data sharing. Duke University, in collaboration with members of the Data Curation Network (DCN), received an Institute of Museum and Library Services (IMLS) grant [re-252343-ols-22] to support the development of specialized curriculum for data curation training for academic library and archives staff. The project drew together data curators and information professionals to create in-depth training resources for four specialized data types: geospatial data, scientific images, code, and simulations. Building upon the CURATE(D) workflow, the project employed a community-driven cohort approach to develop the new curriculum materials, which were piloted at a 2-day in-person workshop in October 2023. In this presentation we will discuss how this curriculum complements existing DCN training initiatives, the approach to curriculum development, the core content that was developed, plans for dissemination, and reflections on the project.</p>"
,Sebastian Karcher,Julia G. Bottesini,,,,,Anchoring qualitative research support: two university library case studies,"<p>Qualitative research is fundamental to the social sciences but has historically sailed in the shadow of, and received less support than, quantitative research. In her pioneering study of the nascent state of qualitative supports in academic libraries, Swygart-Hobaugh (2016) even dubbed them the 'Jan Brady' of data services. As qualitative researchers, and leaders of research data services and social science support units at our respective libraries, we recognize this and believe our organizations are well positioned to support qualitative researchers throughout the research lifecycle.</p>
<p>This poster will showcase our experiences establishing new qualitative research support services at Temple University Libraries and the University of Pennsylvania Libraries. We will discuss how we developed or restarted our services, from initial benchmarking and internal exploration to service launch, team staffing, and evaluation.</p>
<p>Our two case studies demonstrate practical applications of suggestions made by past researchers, who have explored the visibility and accessibility of qualitative research support and the relationship between qualitative support, data literacy, and other research data services (Swygart-Hobaugh, 2016; Cain et al., 2019; Hagman &amp; Bussell, 2022).</p>"
,Shawn Nicholson,Terrence Bennett,,,,,The Nova Scotia Open Data Portal: Findings from User Research and Engagement with its Community,"<p>The principles of transparency and accountability are important to the Government of Nova Scotia. The Nova Scotia Open Data Portal plays a key role in supporting these principles by hosting government datasets made available by various departments. However, to meet the demands and expectations for access to government data, insight into the needs of and the use of data and open data by the public, including, for example, librarians, researchers, students, entrepreneurs, and interested citizens, is vital.</p>
<p>&nbsp;</p>
<p>User research was conducted in the Fall of 2023 to understand the needs and experiences of Nova Scotia Open Data Portal users and potential users and to find opportunities for future and continuous engagement. This presentation will describe the user research findings from an online survey, focus groups, and interviews as well as subsequent plans and efforts to support the Nova Scotia open data community and engage meaningfully.</p>"
